"","p301d_","p303_","p305_","p306_","p307_","p308d_","p310_","p310b1_","p311_1_","p311_2_","p311_3_","p311_4_","p311_5_","p311_6_","p311_7_","p311_8_","p311a1_4_","p311a1_7_","p311a2_4_","p311a2_7_","p311a3_4_","p311a3_7_","p311a4_4_","p311a4_7_","p311a5_4_","p311a5_7_","p311a6_4_","p311a6_7_","p311a7_4_","p311a7_7_","p311b_4_","p311b_7_","p311e_4_","p311e_7_","p311t1_","p3121_","p3122_","p314a_","educacion_sup","p207_","p208a_","p208a2_","p501_","p5561a_","p5562a_","p5563a_","p5564a_","p5565a_","p5566a_","p5567a_","p5568a_","p5569a_","p558d_","p401h1_","p401h2_","p401h3_","p401h4_","p401h5_","p401h6_","p401_","p4021_","p4022_","p4023_","p4024_","p4025_","p414_06_","p414_07_","p414_08_","p414_09_","p414_10_","p414_11_","p414_12_","p414_13_","p414_14_","p414_15_","p414_16_","p4191_","p4192_","p4193_","p4194_","p4195_","p4196_","p4197_","p4198_","p209__2","p209__5","p209__6","p401f__2","p558c__2","p558c__3","p558c__4","p558c__5","p558c__6","p558c__7","p558c__8","p311c_4__2","p311c_4__3","p311c_4__4","p311c_4__5","p311c_4__6","p311c_4__7","p311c_4__8","p311c_4__9","p311c_7__2","p311c_7__3","p311c_7__4","p311c_7__5","p311c_7__6","p311c_7__7","p311c_7__8","p311c_7__9","p311c_7__10"
"374",1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,150,246,2,18,456,2,2,1,0,2,18,"150101",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"375",2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,150,10,1,10,460,1,2,1,0,1,16,"150101",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"376",1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,180,115,2,12,500,1,2,1,1,1,17,"150137",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"377",1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,300,407,6,18,832,2,2,1,0,2,17,"110501",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"378",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,218,83,3,89,430,2,2,1,1,2,17,"150601",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"379",1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,61,230,3,16,447,2,2,1,1,1,17,"150204",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"380",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,134,153,4,10,523,2,2,1,0,1,15,"160108",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"381",1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,60,20,2,2,130,2,2,1,0,1,16,"160112",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"382",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,250,145,2,11,605,2,2,1,0,1,16,"050701",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"383",1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,150,652,5,40,1262,2,1,1,1,2,16,"180101",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"384",1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,250,265,5,21,815,2,2,1,1,2,15,"180101",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"385",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,80,226,5,58,429,2,2,1,1,2,17,"180101",2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"386",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,30,301,8,28,621,2,2,1,1,2,16,"180301",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"387",1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,100,2,15,140,2,2,1,0,2,22,"130101",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"388",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,187,100,6,30,698,2,2,1,0,1,16,"190113",2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"389",1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,100,130,6,52,400,2,2,2,0,1,16,"190101",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"390",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,50,171,3,9,373,2,2,1,0,1,16,"200303",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"391",1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,95,59,9,7,218,2,2,1,1,1,17,"200405",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"392",1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,200,215,6,20,730,2,2,1,1,2,17,"210606",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"393",1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,46,60,3,1,486,1,2,1,1,1,16,"220901",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"394",1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,170,5,86,295,2,2,1,1,1,17,"230101",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"395",2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,200,1000,1,1,1770,1,2,1,1,1,17,"210105",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"396",1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,10,78,3,15,88,2,2,1,0,2,17,"230101",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"397",1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,150,522,3,361,740,2,2,1,0,2,16,"080101",2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"398",1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,80,501,4,29,812,2,2,1,1,2,16,"240101",2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"399",2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,150,339,1,51,1039,1,2,1,1,2,16,"240101",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"400",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,100,111,4,20,515,1,2,1,1,1,14,"250105",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"401",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,120,198,4,20,482,2,2,1,0,1,16,"160101",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"402",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,50,77,3,35,327,2,2,1,0,1,16,"200306",1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"403",2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,120,524,4,21,894,1,2,1,1,1,16,"021801",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"404",1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,320,111,23,17,780,2,2,1,0,2,16,"040101",2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"405",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,122,257,4,36,556,2,2,2,0,2,18,"050601",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"406",1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,100,1392,10,66,1742,2,2,1,1,1,16,"150135",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"407",1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,60,56,4,6,221,2,2,2,0,1,16,"010403",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"408",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,120,162,3,12,775,2,2,1,1,1,17,"010401",1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"409",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,70,75,2,2,515,2,2,1,0,1,16,"010512",1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"410",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,80,455,5,28,770,2,2,1,0,1,16,"030401",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"411",1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,90,106,2,15,226,2,2,2,0,2,14,"030204",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"412",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,92,1,12,402,2,2,2,0,1,16,"030101",1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"413",1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,80,49,3,9,197,2,2,2,0,1,17,"030107",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"414",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,90,13,3,5,226,2,2,2,0,2,14,"030304",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"415",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,350,199,9,92,869,2,2,1,0,1,16,"080501",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"416",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,350,254,12,23,954,2,2,1,1,2,18,"040103",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"417",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140,235,17,75,625,2,2,1,1,1,16,"040122",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"418",2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1500,138,8,10,1838,1,2,1,0,1,16,"040112",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"419",2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,150,1367,1,4,2882,1,2,1,1,1,16,"040503",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"420",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,162,563,13,20,1100,2,2,1,0,1,17,"080704",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"421",1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,150,450,4,15,1300,2,2,1,0,1,15,"060101",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"422",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,120,43,2,10,292,2,2,1,0,2,15,"061201",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"423",1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,40,23,2,12,78,2,2,1,0,1,17,"060703",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"424",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,50,91,2,30,261,2,2,2,0,1,16,"060203",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"425",1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,450,54,1,15,924,1,2,1,0,1,18,"150117",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"426",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,130,210,3,50,638,2,2,1,1,1,17,"080405",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"427",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,160,126,2,127,421,2,2,1,1,1,18,"081005",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"428",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,144,105,16,46,492,2,2,1,1,2,16,"090101",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"429",1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,38,84,6,92,340,2,2,2,0,2,17,"090119",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"430",2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,140,281,1,32,917,1,2,1,1,1,17,"100101",2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"431",2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,45,1,6,175,1,2,1,0,2,20,"100801",2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
